Account Number,Account Status,Account Type,Amount,Balance,Branch,Account Number,Channel,City,Closing Date,Country,Credit Score,Currency,Customer Name,Device Type,EMI,Fraud Flag,IFSC Code,Interest Rate,Count of Loan ID,Loan Type,Manager Name,Year,Quarter,Month,Payment Mode,Risk Level,State,Tenure,Year,Quarter,Month,Day,Count of Transaction ID,Transaction Type
504563,Active,Current,0,,Rural-1,504563,ATM,Chennai,0,India,0,INR,Arun Kumar,NA,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,December,NA,HIGH,TN,60,2023,Qtr 2,May,15,1,Debit
504785,Active,Current,0,,Rural-1,504785,ATM,Chennai,0,India,0,INR,Sneha Patel,Mobile,12000,N,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 2,May,NA,HIGH,MH,120,2022,Qtr 2,April,29,1,Credit
505074,Active,Current,0,,Rural-1,505074,NetBanking, Bengaluru,0,India,0,INR,Arun Kumar,Mobile,12000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 4,December,Cash,Medium,TN,120,2021,Qtr 4,December,30,1,Debit
505086,Active,Current,0,,Rural-1,505086,ATM,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2021,Qtr 1,January,UPI,Medium,KA,60,2023,Qtr 3,August,17,1,Debit
505300,Active,Current,0,,Rural-1,505300,ATM, Bengaluru,11/06/2024,India,0,INR,NA,NA,0,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2021,Qtr 1,March,UPI,HIGH,TN,120,2023,Qtr 4,October,10,1,Debit
505343,Active,Current,0,,Rural-1,505343,Branch,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,0,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 1,March,Card,HIGH,MH,0,2018,Qtr 2,April,11,1,Debit
505482,Active,Current,0,,Rural-1,505482,NetBanking, Bengaluru,0,India,720,INR,NA,NA,0,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2021,Qtr 1,March,UPI,Low,TN,120,2021,Qtr 3,September,11,1,Debit
505567,Active,Current,0,,Rural-1,505567,NetBanking, Bengaluru,0,India,650,INR,Sneha Patel,Mobile,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 2,April,Card,HIGH,MH,120,2022,Qtr 4,October,27,1,Debit
506004,Active,Current,0,,Rural-1,506004,Branch, Bengaluru,11/06/2024,India,650,INR,NA,NA,5000,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2020,Qtr 4,November,Card,HIGH,TN,120,2021,Qtr 2,June,4,1,Debit
506102,Active,Current,0,,Rural-1,506102,Branch, Bengaluru,11/06/2024,India,650,INR,Sneha Patel,Desktop,0,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2019,Qtr 4,November,UPI,HIGH,MH,120,2024,Qtr 4,October,5,1,Credit
506310,Active,Current,0,,Rural-1,506310,Branch,Chennai,0,India,720,INR,Sneha Patel,Mobile,0,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2021,Qtr 3,July,Cash,HIGH,KA,0,2019,Qtr 1,March,27,1,Debit
506351,Active,Current,0,,Rural-1,506351,NetBanking,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,Mobile,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 4,November,UPI,Medium,TN,120,2020,Qtr 4,October,20,1,Credit
506355,Active,Current,0,,Rural-1,506355,ATM,Chennai,11/06/2024,India,650,INR,Arun Kumar,NA,5000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2022,Qtr 3,September,NA,Medium,MH,120,2024,Qtr 1,March,12,1,Credit
506704,Active,Current,0,,Rural-1,506704,ATM,Chennai,0,India,650,INR,NA,NA,5000,Y,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2018,Qtr 4,December,NA,Medium,MH,0,2020,Qtr 4,October,28,1,Debit
507103,Active,Current,0,,Rural-1,507103,Branch, Bengaluru,11/06/2024,India,650,INR,NA,Mobile,5000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 2,June,Card,HIGH,MH,120,2020,Qtr 4,October,7,1,Debit
507108,Active,Current,0,,Rural-1,507108,Branch,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 4,December,NA,Low,MH,0,2020,Qtr 2,April,10,1,Credit
507244,Active,Current,0,,Rural-1,507244,ATM,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,12000,N,SBIN0001234,0,1,CarLoan,Mr. Verma,2018,Qtr 1,January,NA,HIGH,MH,120,2023,Qtr 4,October,25,1,Debit
507566,Active,Current,0,,Rural-1,507566,ATM,Chennai,0,India,0,INR,Sneha Patel,NA,0,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2019,Qtr 3,July,NA,Medium,TN,120,2022,Qtr 1,February,16,1,Debit
507596,Active,Current,0,,Rural-1,507596,NetBanking,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,Y,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2020,Qtr 4,December,Card,HIGH,KA,120,2021,Qtr 2,April,22,1,Debit
507762,Active,Current,0,,Rural-1,507762,ATM,Chennai,11/06/2024,India,0,INR,NA,Desktop,0,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2018,Qtr 2,April,Cash,Medium,MH,120,2019,Qtr 4,October,28,1,Debit
507769,Active,Current,0,,Rural-1,507769,NetBanking,Chennai,0,India,720,INR,NA,Desktop,0,Y,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2022,Qtr 2,June,Card,Medium,KA,120,2020,Qtr 4,November,11,1,Credit
507969,Active,Current,0,,Rural-1,507969,ATM,Chennai,0,India,720,INR,NA,NA,5000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 2,May,UPI,Medium,TN,120,2020,Qtr 3,July,10,1,Debit
508107,Active,Current,0,,Rural-1,508107,ATM, Bengaluru,11/06/2024,India,650,INR,Arun Kumar,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2023,Qtr 2,June,Cash,Low,KA,60,2022,Qtr 3,July,27,1,Credit
508119,Active,Current,0,,Rural-1,508119,ATM,Chennai,0,India,650,INR,NA,NA,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 3,September,NA,Medium,TN,120,2022,Qtr 3,July,23,1,Debit
508270,Active,Current,0,,Rural-1,508270,ATM, Bengaluru,0,India,0,INR,NA,Desktop,12000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2019,Qtr 4,December,Card,Medium,KA,60,2019,Qtr 4,December,22,1,Debit
508437,Active,Current,0,,Rural-1,508437,ATM, Bengaluru,11/06/2024,India,720,INR,Arun Kumar,NA,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2022,Qtr 1,March,Cash,Low,KA,0,2019,Qtr 4,October,11,1,Debit
508515,Active,Current,0,,Rural-1,508515,NetBanking, Bengaluru,0,India,0,INR,  Ramesh Rao,Desktop,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2023,Qtr 3,September,NA,Low,TN,60,2018,Qtr 3,September,11,1,Debit
508585,Active,Current,0,,Rural-1,508585,NetBanking,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 3,September,UPI,Low,MH,120,2018,Qtr 4,December,15,1,Credit
508628,Active,Current,0,,Rural-1,508628,NetBanking,Chennai,0,India,650,INR,NA,NA,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2019,Qtr 4,December,NA,HIGH,MH,0,2022,Qtr 3,July,27,1,Credit
508677,Active,Current,0,,Rural-1,508677,NetBanking, Bengaluru,0,India,650,INR,NA,NA,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 4,October,UPI,Low,TN,120,2019,Qtr 2,May,10,1,Debit
508708,Active,Current,0,,Rural-1,508708,ATM, Bengaluru,0,India,720,INR,  Ramesh Rao,NA,0,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 1,March,Cash,Low,TN,60,2020,Qtr 3,September,8,1,Debit
509250,Active,Current,0,,Rural-1,509250,ATM,Chennai,0,India,720,INR,Arun Kumar,NA,12000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 1,January,NA,Low,KA,120,2023,Qtr 1,February,15,1,Credit
509289,Active,Current,0,,Rural-1,509289,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2019,Qtr 3,August,UPI,HIGH,TN,0,2021,Qtr 1,March,3,1,Debit
509464,Active,Current,0,,Rural-1,509464,ATM, Bengaluru,11/06/2024,India,720,INR,NA,Desktop,0,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2023,Qtr 1,March,Card,Medium,KA,120,2018,Qtr 4,November,21,1,Credit
509501,Active,Current,0,,Rural-1,509501,ATM, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 1,February,NA,Low,KA,0,2023,Qtr 2,June,15,1,Debit
509726,Active,Current,0,,Rural-1,509726,Branch, Bengaluru,0,India,650,INR,NA,Desktop,0,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2022,Qtr 1,January,UPI,HIGH,TN,120,2022,Qtr 1,January,11,1,Debit
509762,Active,Current,0,,Rural-1,509762,Branch, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2021,Qtr 1,January,NA,Medium,TN,120,2021,Qtr 1,January,2,1,Debit
509887,Active,Current,0,,Rural-1,509887,NetBanking,Chennai,0,India,720,INR,NA,NA,0,Y,SBIN0001234,0,1,Personal Loan,Mr. Verma,2018,Qtr 4,October,NA,Low,MH,120,2018,Qtr 3,July,22,1,Debit
510073,Active,Current,0,,Rural-1,510073,ATM,Chennai,0,India,0,INR,Sneha Patel,Mobile,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2021,Qtr 4,December,Card,HIGH,TN,120,2020,Qtr 3,July,12,1,Debit
510250,Active,Current,0,,Rural-1,510250,Branch,Chennai,0,India,650,INR,  Ramesh Rao,NA,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2024,Qtr 3,September,NA,HIGH,MH,0,2020,Qtr 2,June,26,1,Debit
510303,Active,Current,0,,Rural-1,510303,NetBanking, Bengaluru,11/06/2024,India,720,INR,  Ramesh Rao,Mobile,5000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2024,Qtr 3,July,NA,Medium,KA,120,2020,Qtr 4,October,13,1,Debit
510742,Active,Current,0,,Rural-1,510742,NetBanking, Bengaluru,0,India,650,INR,NA,Desktop,0,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2019,Qtr 3,September,UPI,HIGH,TN,120,2018,Qtr 4,December,16,1,Credit
510921,Active,Current,0,,Rural-1,510921,NetBanking, Bengaluru,0,India,0,INR,Arun Kumar,Desktop,5000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 2,April,NA,HIGH,KA,120,2020,Qtr 3,September,28,1,Credit
510992,Active,Current,0,,Rural-1,510992,Branch, Bengaluru,11/06/2024,India,0,INR,NA,NA,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 3,July,NA,Medium,MH,120,2024,Qtr 2,June,6,1,Credit
511193,Active,Current,0,,Rural-1,511193,Branch,Chennai,11/06/2024,India,650,INR,Sneha Patel,NA,12000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 3,August,UPI,HIGH,KA,120,2023,Qtr 1,March,27,1,Debit
511486,Active,Current,0,,Rural-1,511486,ATM,Chennai,0,India,720,INR,NA,NA,5000,N,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2020,Qtr 1,February,NA,Low,KA,60,2021,Qtr 2,April,10,1,Debit
511591,Active,Current,0,,Rural-1,511591,NetBanking, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,NA,5000,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2022,Qtr 3,July,Card,HIGH,KA,60,2018,Qtr 1,March,5,1,Debit
511670,Active,Current,0,,Rural-1,511670,NetBanking, Bengaluru,0,India,0,INR,Arun Kumar,Desktop,5000,N,SBIN0001234,0,1,CarLoan, Ms. Iyer,2023,Qtr 2,April,UPI,Medium,KA,120,2024,Qtr 3,July,8,1,Credit
511762,Active,Current,0,,Rural-1,511762,NetBanking,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 3,September,Card,Low,KA,120,2022,Qtr 1,January,7,1,Debit
511776,Active,Current,0,,Rural-1,511776,ATM, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,NA,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2022,Qtr 1,January,Cash,Low,KA,60,2018,Qtr 3,September,11,1,Debit
512148,Active,Current,0,,Rural-1,512148,ATM,Chennai,0,India,650,INR,NA,Desktop,0,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2024,Qtr 3,July,NA,Medium,KA,60,2020,Qtr 2,April,3,1,Credit
512340,Active,Current,0,,Rural-1,512340,ATM, Bengaluru,0,India,720,INR,Sneha Patel,Mobile,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2024,Qtr 2,June,Cash,Low,TN,120,2018,Qtr 4,December,23,1,Debit
512836,Active,Current,0,,Rural-1,512836,ATM,Chennai,11/06/2024,India,650,INR,Sneha Patel,Desktop,0,Y,SBIN0001234,0,1,Personal Loan,Mr. Verma,2023,Qtr 4,October,NA,HIGH,KA,120,2024,Qtr 1,February,14,1,Debit
512930,Active,Current,0,,Rural-1,512930,ATM,Chennai,11/06/2024,India,720,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2022,Qtr 1,February,Card,Medium,MH,0,2020,Qtr 2,June,17,1,Credit
513674,Active,Current,0,,Rural-1,513674,ATM,Chennai,0,India,650,INR,NA,Desktop,12000,N,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2020,Qtr 2,May,Cash,Medium,KA,0,2018,Qtr 4,October,12,1,Credit
513713,Active,Current,0,,Rural-1,513713,Branch,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,12000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2024,Qtr 4,November,NA,HIGH,TN,120,2021,Qtr 4,December,1,1,Credit
513743,Active,Current,0,,Rural-1,513743,Branch, Bengaluru,0,India,0,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2023,Qtr 4,October,Card,Low,KA,60,2018,Qtr 2,May,27,1,Debit
513924,Active,Current,0,,Rural-1,513924,NetBanking,Chennai,0,India,720,INR,  Ramesh Rao,NA,5000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,October,NA,Low,MH,60,2022,Qtr 4,October,2,1,Credit
513974,Active,Current,0,,Rural-1,513974,Branch,Chennai,11/06/2024,India,720,INR,Sneha Patel,NA,12000,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2021,Qtr 3,July,Card,Medium,KA,60,2019,Qtr 3,September,13,1,Credit
514191,Active,Current,0,,Rural-1,514191,NetBanking,Chennai,0,India,0,INR,  Ramesh Rao,Desktop,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2023,Qtr 2,April,NA,HIGH,TN,60,2024,Qtr 2,April,17,1,Debit
514827,Active,Current,0,,Rural-1,514827,Branch,Chennai,0,India,0,INR,NA,NA,0,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2024,Qtr 3,August,UPI,Medium,KA,120,2024,Qtr 3,August,26,1,Credit
514933,Active,Current,0,,Rural-1,514933,NetBanking, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,12000,N,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 3,July,NA,HIGH,TN,60,2018,Qtr 3,August,31,1,Debit
515378,Active,Current,0,,Rural-1,515378,ATM, Bengaluru,0,India,720,INR,NA,Mobile,12000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 1,March,NA,HIGH,TN,60,2018,Qtr 1,January,10,1,Debit
515465,Active,Current,0,,Rural-1,515465,Branch,Chennai,11/06/2024,India,720,INR,NA,NA,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2022,Qtr 1,January,Cash,HIGH,TN,60,2018,Qtr 4,December,23,1,Debit
515551,Active,Current,0,,Rural-1,515551,NetBanking,Chennai,0,India,0,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2023,Qtr 4,November,Cash,Medium,TN,60,2018,Qtr 3,September,20,1,Debit
516403,Active,Current,0,,Rural-1,516403,NetBanking,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,Desktop,0,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2024,Qtr 4,October,Cash,Medium,TN,0,2021,Qtr 4,November,4,1,Debit
516568,Active,Current,0,,Rural-1,516568,NetBanking, Bengaluru,11/06/2024,India,650,INR,Sneha Patel,Desktop,12000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 3,August,NA,Low,TN,120,2018,Qtr 2,May,31,1,Debit
516677,Active,Current,0,,Rural-1,516677,ATM,Chennai,11/06/2024,India,720,INR,NA,Desktop,0,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2024,Qtr 3,September,NA,HIGH,TN,120,2023,Qtr 4,December,13,1,Debit
516878,Active,Current,0,,Rural-1,516878,Branch,Chennai,11/06/2024,India,0,INR,NA,Desktop,0,Y,SBIN0001234,0,1,Personal Loan,Mr. Verma,2022,Qtr 1,January,UPI,Low,KA,60,2023,Qtr 2,April,29,1,Debit
516962,Active,Current,0,,Rural-1,516962,NetBanking, Bengaluru,11/06/2024,India,720,INR,Arun Kumar,Mobile,12000,N,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2024,Qtr 1,March,Cash,Low,KA,60,2023,Qtr 2,April,9,1,Credit
516982,Active,Current,0,,Rural-1,516982,Branch, Bengaluru,0,India,0,INR,Arun Kumar,NA,0,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2024,Qtr 1,March,UPI,Low,MH,0,2024,Qtr 1,January,7,1,Debit
516990,Active,Current,0,,Rural-1,516990,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Desktop,5000,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2023,Qtr 4,December,UPI,HIGH,MH,0,2020,Qtr 1,January,4,1,Credit
517053,Active,Current,0,,Rural-1,517053,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,Desktop,12000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2021,Qtr 4,November,NA,Medium,MH,120,2022,Qtr 4,November,13,1,Debit
517103,Active,Current,0,,Rural-1,517103,Branch, Bengaluru,0,India,650,INR,Sneha Patel,Desktop,5000,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2021,Qtr 2,June,Cash,Medium,TN,60,2023,Qtr 4,November,22,1,Credit
517357,Active,Current,0,,Rural-1,517357,ATM, Bengaluru,11/06/2024,India,650,INR,Sneha Patel,Mobile,5000,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2020,Qtr 4,October,NA,HIGH,KA,0,2021,Qtr 3,September,28,1,Credit
517392,Active,Current,0,,Rural-1,517392,Branch,Chennai,0,India,0,INR,Arun Kumar,NA,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2022,Qtr 3,July,NA,HIGH,MH,120,2022,Qtr 4,October,13,1,Debit
517463,Active,Current,0,,Rural-1,517463,Branch,Chennai,11/06/2024,India,650,INR,Sneha Patel,Mobile,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 2,May,NA,HIGH,TN,120,2020,Qtr 1,February,7,1,Credit
517522,Active,Current,0,,Rural-1,517522,ATM, Bengaluru,0,India,0,INR,Sneha Patel,Desktop,12000,Y,SBIN0001234,0,1,Personal Loan,Mr. Verma,2022,Qtr 4,November,Card,Low,KA,120,2019,Qtr 2,April,22,1,Debit
517693,Active,Current,0,,Rural-1,517693,ATM, Bengaluru,0,India,0,INR,NA,NA,0,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2019,Qtr 4,December,Cash,Low,MH,0,2023,Qtr 1,February,7,1,Debit
517846,Active,Current,0,,Rural-1,517846,Branch, Bengaluru,0,India,0,INR,Arun Kumar,NA,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2018,Qtr 4,December,Cash,Medium,TN,60,2021,Qtr 2,June,27,1,Debit
518006,Active,Current,0,,Rural-1,518006,Branch, Bengaluru,0,India,650,INR,Sneha Patel,Mobile,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2020,Qtr 4,December,UPI,Low,KA,0,2021,Qtr 3,August,23,1,Credit
518286,Active,Current,0,,Rural-1,518286,NetBanking,Chennai,0,India,650,INR,NA,NA,12000,Y,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2019,Qtr 1,March,NA,Low,KA,120,2022,Qtr 4,December,30,1,Debit
518461,Active,Current,0,,Rural-1,518461,Branch,Chennai,11/06/2024,India,720,INR,Sneha Patel,Mobile,5000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2019,Qtr 1,February,Card,HIGH,KA,120,2024,Qtr 3,September,1,1,Debit
519080,Active,Current,0,,Rural-1,519080,Branch,Chennai,0,India,0,INR,NA,Desktop,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2022,Qtr 2,June,Cash,Medium,MH,120,2021,Qtr 2,May,9,1,Credit
519123,Active,Current,0,,Rural-1,519123,ATM, Bengaluru,0,India,720,INR,  Ramesh Rao,NA,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2021,Qtr 2,April,NA,Low,MH,120,2022,Qtr 2,April,12,1,Debit
519165,Active,Current,0,,Rural-1,519165,Branch, Bengaluru,0,India,720,INR,Sneha Patel,Desktop,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2021,Qtr 1,March,Cash,Medium,MH,60,2020,Qtr 1,March,7,1,Debit
519630,Active,Current,0,,Rural-1,519630,ATM, Bengaluru,0,India,0,INR,Arun Kumar,NA,5000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 2,April,NA,Low,KA,60,2021,Qtr 3,September,5,1,Debit
519962,Active,Current,0,,Rural-1,519962,NetBanking,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,Mobile,5000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2023,Qtr 2,April,Card,HIGH,TN,120,2024,Qtr 1,January,11,1,Debit
520061,Active,Current,0,,Rural-1,520061,ATM, Bengaluru,11/06/2024,India,720,INR,NA,NA,5000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,November,Cash,Low,KA,0,2023,Qtr 4,December,8,1,Credit
520150,Active,Current,0,,Rural-1,520150,ATM,Chennai,0,India,650,INR,  Ramesh Rao,Mobile,5000,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2024,Qtr 3,August,Cash,HIGH,KA,60,2024,Qtr 3,September,27,1,Debit
520180,Active,Current,0,,Rural-1,520180,Branch, Bengaluru,11/06/2024,India,650,INR,NA,Desktop,0,N,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2021,Qtr 3,August,NA,HIGH,TN,120,2018,Qtr 2,May,24,1,Debit
520318,Active,Current,0,,Rural-1,520318,Branch,Chennai,11/06/2024,India,0,INR,Sneha Patel,Mobile,0,N,SBIN0001234,7.5,1,Personal Loan, Ms. Iyer,2024,Qtr 2,May,Cash,Medium,TN,0,2019,Qtr 3,July,11,1,Debit
520383,Active,Current,0,,Rural-1,520383,Branch,Chennai,11/06/2024,India,650,INR,Sneha Patel,Desktop,0,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2021,Qtr 2,June,NA,Low,MH,0,2018,Qtr 1,February,8,1,Debit
520497,Active,Current,0,,Rural-1,520497,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,NA,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2022,Qtr 4,December,Cash,Low,TN,0,2021,Qtr 1,February,24,1,Credit
520591,Active,Current,0,,Rural-1,520591,Branch, Bengaluru,0,India,0,INR,Sneha Patel,Desktop,5000,Y,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2019,Qtr 1,January,UPI,HIGH,KA,120,2021,Qtr 1,January,2,1,Debit
520882,Active,Current,0,,Rural-1,520882,Branch,Chennai,0,India,0,INR,  Ramesh Rao,NA,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 1,February,NA,HIGH,MH,120,2021,Qtr 1,February,7,1,Debit
520961,Active,Current,0,,Rural-1,520961,Branch,Chennai,11/06/2024,India,0,INR,NA,Mobile,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2024,Qtr 4,November,UPI,Medium,TN,120,2020,Qtr 1,January,28,1,Debit
521195,Active,Current,0,,Rural-1,521195,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,Desktop,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 4,December,Card,HIGH,MH,120,2018,Qtr 2,June,13,1,Credit
521222,Active,Current,0,,Rural-1,521222,Branch, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 2,April,UPI,Medium,MH,60,2024,Qtr 3,July,24,1,Credit
521577,Active,Current,0,,Rural-1,521577,NetBanking, Bengaluru,0,India,650,INR,NA,Mobile,0,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 1,February,NA,Medium,MH,60,2020,Qtr 2,June,30,1,Debit
521746,Active,Current,0,,Rural-1,521746,ATM, Bengaluru,11/06/2024,India,720,INR,NA,Mobile,0,N,SBIN0001234,0,1,CarLoan, Ms. Iyer,2023,Qtr 1,January,Card,HIGH,KA,120,2018,Qtr 1,February,10,1,Credit
522000,Active,Current,0,,Rural-1,522000,NetBanking,Chennai,11/06/2024,India,0,INR,Arun Kumar,Mobile,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2022,Qtr 1,January,NA,HIGH,MH,60,2022,Qtr 4,October,7,1,Credit
522132,Active,Current,0,,Rural-1,522132,ATM, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,0,1,Personal Loan,Mr. Verma,2018,Qtr 1,January,Cash,Low,KA,0,2024,Qtr 2,June,9,1,Debit
522659,Active,Current,0,,Rural-1,522659,NetBanking, Bengaluru,0,India,650,INR,  Ramesh Rao,Mobile,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 4,October,NA,Low,KA,0,2020,Qtr 3,July,10,1,Debit
522831,Active,Current,0,,Rural-1,522831,ATM,Chennai,0,India,720,INR,Arun Kumar,Desktop,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 3,July,Card,Medium,MH,60,2020,Qtr 1,January,8,1,Debit
